LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_PAYMENT_NEXT_MONTH
80000,Female,2,2,29,-1,-1,-1,2,0,-1,1443,1443,4545,2886,1443,3743,1443,4545,0,0,3743,3000,Yes
420000,Female,1,2,29,-2,-2,-1,0,0,0,392,396,47581,48070,47523,45834,400,47581,1715,1700,1850,2000,No
70000,Female,1,2,29,0,0,0,0,2,0,17154,18550,20245,22904,22238,23870,2000,2000,3000,0,2000,2200,No
480000,Female,2,2,30,0,0,-2,-2,-2,-1,470400,0,0,0,0,330982,0,0,0,0,330982,30000,Yes
250000,Female,5,1,27,0,0,0,0,0,0,127786,60663,49181,34072,33419,33925,3729,1600,2000,1000,1100,900,No
180000,Female,1,2,28,0,0,0,0,0,0,230740,30873,32033,51373,52553,53505,1500,1660,20000,2030,1951,3000,No
240000,Female,1,2,28,-1,-1,-1,-1,-1,0,8590,6398,16271,27825,14489,37137,6398,16312,27829,14503,33633,10982,No
210000,Female,1,2,28,0,-1,0,0,-1,0,9918,6942,24680,41291,10623,10765,6942,24000,22000,20000,5000,3000,No
100000,Female,1,2,28,3,2,0,0,2,0,49961,48856,49899,53407,51951,53195,0,1831,4339,0,2083,1939,No
50000,Female,1,2,28,0,0,0,0,0,0,48940,50149,45546,46587,47519,51346,2059,2100,2100,2000,4600,0,No
300000,Female,1,2,28,0,0,0,0,0,0,28989,29909,40618,52288,70000,100000,1291,11000,12288,20000,30000,590,No
70000,Female,1,2,28,0,0,0,0,0,0,21777,20335,21699,22460,20345,42123,2000,2000,1500,3000,721,1200,No
490000,Female,1,2,29,0,0,0,0,-1,-1,20984,10863,5342,7395,367,13804,2000,2000,3500,367,16024,3500,No
170000,Female,1,2,29,0,0,0,0,0,0,37350,38724,40096,41130,42144,43114,2000,2000,2000,2000,1800,1800,No
100000,Female,1,2,29,0,0,0,0,0,0,51650,53294,53779,54166,55265,56425,2500,1941,2000,2000,2049,2222,No
200000,Female,2,2,32,-1,-1,2,-1,0,-1,2261,298,298,13764,5290,924,298,0,13764,0,924,6635,No
80000,Female,2,2,32,-2,-2,-2,-2,-2,-2,3459,3789,3459,528,6918,0,3789,3459,528,6918,0,0,No
220000,Female,2,2,32,0,0,0,0,0,0,150393,48060,30490,44071,55405,63422,2349,3008,20000,20004,20000,2000,No
300000,Female,3,2,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Yes
240000,Female,2,2,30,0,0,0,0,0,0,226315,231582,226909,135626,138520,141280,9100,9859,4147,3691,3700,3729,No
200000,Female,1,2,30,0,0,0,0,0,0,96152,102512,116813,125616,115314,114153,8000,16020,13000,7012,5000,8000,No
40000,Female,2,1,30,0,0,0,0,0,0,39940,40581,40543,39943,38895,37726,2000,2000,2000,1400,1300,2000,No
200000,Female,1,2,30,0,0,2,2,0,0,195128,203187,209286,188243,188668,190192,13600,12200,0,7000,7000,7300,No
100000,Female,1,2,30,3,3,2,2,2,2,95890,95434,97410,98611,100787,102261,2000,4400,3700,4700,3300,3700,No
50000,Female,2,1,31,0,0,0,0,0,0,48509,50724,50453,19703,19345,20106,3310,2039,1237,634,5000,844,No
40000,Female,2,1,32,0,0,0,0,0,0,40368,38623,67203,39764,39583,39839,1603,2000,2014,2503,2103,2221,No
210000,Female,1,2,31,-2,-2,-2,-2,-2,-2,191,376,569,378,378,378,376,569,378,378,378,378,No
30000,Female,2,2,28,0,0,0,0,0,0,25150,26253,27064,27884,29190,25789,3000,3000,2000,2000,1069,1074,No
100000,Female,1,2,30,0,0,0,0,0,0,91844,90375,81572,71451,68530,66844,3200,3007,3200,3000,3500,2600,No
20000,Female,2,1,30,0,0,0,0,0,0,16754,17763,18854,19972,18090,19842,1291,2382,1500,605,2000,2000,No
400000,Female,2,1,36,0,-1,2,-1,0,0,20818,1079,799,1883,587,0,1878,0,1883,0,0,0,No
330000,Female,2,1,28,0,0,0,0,0,2,221793,225079,229947,233122,246414,253338,10000,10000,8507,17215,11000,0,No
240000,Female,2,2,30,-1,-1,0,-1,-1,-1,4684,18412,16580,416,416,416,18432,1416,16580,416,416,416,Yes
70000,Female,1,2,29,0,0,2,2,2,2,71237,76632,74853,78789,77084,80572,6577,0,5816,0,5364,0,Yes
240000,Female,1,2,29,-1,-1,-1,-1,-1,-1,358,176,0,540,100,2600,176,0,540,100,2600,704,No
180000,Female,1,2,29,0,0,0,0,0,0,44109,20896,18193,18652,14545,18545,8000,5000,3000,2000,2000,6000,No
360000,Female,2,2,30,0,0,-1,-1,-1,-1,82195,99961,7968,1816,5549,1234,20500,8007,1825,5563,1240,0,No
130000,Female,2,2,29,0,0,0,0,0,0,113203,114053,117602,119119,120030,122510,4200,5800,5800,4300,4500,4500,No
120000,Female,2,2,30,-2,-2,-2,-2,-2,-2,2680,14770,7817,416,270,0,14770,7832,416,270,0,0,No
230000,Female,1,2,30,-2,-2,-2,-2,-2,-2,0,0,846,846,0,846,0,846,846,0,846,500,No
340000,Female,5,2,30,0,0,0,0,0,-1,47001,47664,38192,39234,20960,360,2000,2000,2000,3000,360,360,No
320000,Female,1,2,29,0,0,0,0,0,0,198441,202806,207050,201114,190921,191781,10000,10000,10000,10000,7000,10000,No
330000,Female,3,2,29,0,0,0,0,0,0,311577,319838,303679,271773,198604,149923,13110,10691,10373,7901,5328,5061,No
80000,Female,3,2,30,2,0,0,-1,-1,-2,4794,4989,2065,1000,0,0,1074,1000,1000,0,0,0,Yes
150000,Female,1,1,30,-1,-1,-1,-1,-1,0,4083,3534,6484,12287,21888,19960,3537,6484,12306,21888,0,134,No
160000,Female,3,1,31,-2,-2,-2,-2,-2,-2,207,565,1990,0,0,0,565,2009,0,0,0,0,Yes
50000,Female,3,1,37,0,0,0,0,0,0,39804,41106,41843,42839,43690,44232,1964,1701,1697,1548,1620,1774,No
300000,Female,4,1,48,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
190000,Female,2,1,36,0,0,0,0,0,0,185788,185959,179458,162482,158137,157956,7483,5902,7061,4902,6057,5381,No
50000,Female,2,2,27,0,0,0,0,0,0,25870,21511,20952,21873,22319,24371,1325,1392,1313,759,2371,3294,No
90000,Female,1,2,28,-1,-1,-1,0,0,0,866,148,377,4229,6109,8832,148,377,4000,2109,2832,316,No
210000,Female,1,2,28,-1,0,0,0,0,0,85672,68394,70305,65626,64638,67498,6009,5000,5000,5000,5000,5000,No
240000,Female,1,2,28,0,0,0,0,0,0,246310,250252,250169,249495,192368,196585,10500,9900,10907,7000,8000,7535,No
60000,Female,2,1,34,2,2,2,2,2,0,40511,44019,45020,45785,44750,45578,4200,2000,1800,0,1700,3600,Yes
440000,Female,2,2,35,-1,0,0,-1,-1,-1,3091,3853,4012,821,821,821,1150,1084,821,821,821,821,No
30000,Female,2,1,42,2,2,0,0,0,0,28485,27204,28234,28272,28494,28182,0,2000,2483,1003,969,1208,Yes
230000,Female,2,2,26,0,0,-2,-2,-2,-2,23758,0,0,0,0,0,0,0,0,0,0,0,No
440000,Female,2,2,28,1,2,2,0,0,0,209176,215231,204369,186201,183518,148169,11000,54,7530,7648,6310,3312,Yes
80000,Female,2,1,29,0,0,0,0,0,0,63899,62048,49814,45292,43190,39457,2500,2500,2010,2000,2000,2000,Yes
30000,Female,2,1,30,0,0,0,0,0,0,29265,28901,28883,29411,24602,22760,2000,1655,1513,499,688,0,No
250000,Female,2,2,35,0,0,0,0,0,0,238855,241711,205944,210513,214696,219218,8517,7481,8000,7682,7979,13350,No
30000,Female,1,1,45,2,0,0,0,0,0,26155,27196,28445,26766,27152,28355,1482,1731,1742,1128,1800,1200,Yes
50000,Female,3,3,49,0,0,0,0,0,2,49402,50361,48762,49671,22895,19501,1800,2110,2010,1600,0,750,No
50000,Female,2,2,34,0,0,0,0,0,0,47303,48427,48069,49081,48485,49484,2807,3008,2812,2000,2000,2000,No
30000,Female,2,2,34,1,2,2,2,2,2,26330,25608,28781,28000,29779,27343,0,3600,0,2524,0,1139,No
30000,Female,2,1,45,0,0,0,0,0,0,30788,30395,27294,27216,26432,30692,1759,1762,1717,966,5739,1577,Yes
500000,Female,2,1,42,0,0,-2,-2,-2,-2,149838,0,0,0,0,0,0,0,0,0,0,0,No
50000,Female,2,1,41,1,2,2,2,2,2,24540,25330,26620,26889,26158,27737,1500,2000,1000,0,2000,0,Yes
50000,Female,2,1,36,0,0,0,0,0,0,49872,32918,33998,34852,14163,14362,1600,2500,2000,1000,1000,1000,No
50000,Female,1,2,22,0,0,-2,-2,-2,-2,2416,0,0,0,0,0,0,0,0,0,0,0,No
30000,Female,1,2,26,1,2,2,2,0,0,13890,15374,16141,15593,15908,16757,2000,1300,0,564,1100,1000,Yes
150000,Female,3,1,43,0,0,0,0,0,0,125403,110822,107782,84743,78804,76584,5018,5081,6041,3023,4049,6013,No
50000,Female,2,1,23,0,-1,0,0,0,0,14465,48796,50206,50831,42731,43224,50295,2500,2031,1274,1500,1600,No
70000,Female,2,2,23,2,2,2,0,0,2,14871,17461,16892,18013,19315,19859,2850,0,1400,1600,1000,0,Yes
80000,Female,2,2,23,0,0,-2,-2,-2,-2,68850,0,0,0,0,0,0,0,0,0,0,0,No
280000,Female,1,2,29,-2,-2,-2,-2,-1,-1,-11,-11,-11,-11,2572,9532,0,0,0,2583,9566,145007,No
90000,Female,2,1,30,0,0,0,0,0,0,6480,6973,7235,8248,8412,8589,1106,1124,1137,301,312,373,No
330000,Female,1,1,39,0,0,0,0,0,0,94384,46006,48123,50195,51942,55963,4000,3000,3000,3000,5000,2000,No
190000,Female,2,1,46,0,0,0,0,0,0,80903,83900,86897,90399,85698,88400,5000,5000,5600,3000,4000,4500,No
210000,Female,1,1,40,0,0,0,0,0,0,47109,47930,53615,55117,57192,63229,2000,6500,3000,3000,7000,2500,No
100000,Female,1,1,30,3,4,4,4,4,3,98094,101614,101072,105252,102742,100884,6000,1900,6686,0,0,0,Yes
20000,Female,2,2,30,3,2,0,0,0,0,20226,18702,18331,19111,15211,13562,0,2346,1400,304,271,0,Yes
260000,Female,1,1,31,-1,-1,0,0,0,0,555,8078,27201,27879,28420,39206,8078,20000,2000,2000,12000,0,No
20000,Female,2,1,26,1,2,2,2,2,4,15803,15252,18093,18499,20898,19999,0,3103,1000,3000,0,0,Yes
80000,Female,3,1,37,0,0,0,0,0,0,77480,75329,64228,49103,48649,49701,3000,2500,1800,2000,1800,2000,Yes
50000,Female,2,1,42,0,0,0,0,0,0,30640,31546,28405,27959,27785,28123,1746,1800,1729,945,1149,1200,No
70000,Female,3,1,35,2,2,2,2,2,2,50834,52163,51060,54200,52734,55903,2460,0,4600,0,4200,2200,Yes
30000,Female,2,1,38,0,0,2,2,0,0,26664,29803,30766,29918,29071,29527,3582,1734,0,1148,1034,2667,No
100000,Female,1,2,25,1,2,0,0,0,0,97271,88596,89218,63243,42510,41221,0,4950,2400,1200,1400,1203,Yes
50000,Female,1,2,25,0,0,0,2,0,0,50673,47278,44993,36782,30442,29636,2500,4000,0,1200,1250,1300,No
80000,Female,2,1,27,2,0,0,0,2,0,63711,64961,66334,70312,68585,70027,2907,3014,5700,0,2700,2800,Yes
50000,Female,2,1,27,0,0,-1,-1,-1,-1,7439,8280,3403,1999,500,0,1028,3423,2005,501,0,0,Yes
150000,Female,5,1,28,0,0,0,0,0,0,152105,137472,118583,95094,50999,35383,6300,4500,2524,2000,2000,92000,No
140000,Female,1,2,29,0,0,0,0,0,0,130261,95550,96273,91059,92609,95184,3474,4000,4000,3500,8000,5000,No
30000,Female,2,1,31,1,2,2,0,0,0,28933,30109,29349,29400,30000,0,1949,0,1000,600,0,0,No
80000,Female,2,1,32,2,2,0,0,0,2,70381,68660,70081,70899,75331,74005,0,3126,2578,5616,0,3000,Yes
40000,Female,2,1,41,0,0,0,0,0,0,21960,21484,7145,2424,822,0,1176,1049,1000,0,0,0,No
100000,Female,2,1,37,0,0,0,0,0,0,34572,35173,35828,36126,36587,36957,1849,1894,1582,1433,1486,1327,No
50000,Female,2,1,40,0,0,0,0,0,0,48050,47238,47722,32920,28471,28834,2000,1871,1800,1100,1200,1040,No
30000,Female,3,1,35,2,2,2,2,2,2,26088,27160,26444,28694,27936,29930,1800,0,3000,0,2600,0,Yes
120000,Female,1,1,35,0,0,0,0,0,0,9756,12092,15516,17373,17950,18363,2519,3643,2500,1000,689,1000,No
260000,Female,3,1,39,0,0,0,0,0,0,152735,149672,140068,140367,141710,146578,6627,7000,7000,5000,7000,5000,No
90000,Female,2,1,35,0,0,0,0,0,0,21093,14418,17217,16486,17390,19021,1256,3445,1099,1393,3045,1003,No
30000,Female,2,1,33,0,0,-1,0,0,0,4101,157,30321,29225,29575,28850,172,33635,1368,1108,958,1353,No
260000,Female,1,1,37,0,0,0,0,0,0,174971,161671,156296,156248,120518,122649,10000,8000,5028,5000,5000,10000,No
170000,Female,1,1,39,1,2,0,0,0,2,161105,145908,119161,120662,127815,125098,0,6000,5000,9000,0,6000,No
150000,Female,2,1,36,0,0,0,0,0,0,137664,140869,144954,101342,80819,81022,5500,6704,3712,3000,3890,3500,No
90000,Female,3,1,40,1,2,2,2,2,2,40467,41495,42520,42997,41698,43976,2000,2000,1800,0,3434,1708,No
50000,Female,3,2,45,0,0,0,0,0,0,3740,4382,5008,5627,6159,6677,1100,1091,1100,1000,1000,1000,No
70000,Female,1,2,29,0,0,0,0,0,0,66867,66502,54263,47562,43735,43509,3020,5040,2000,2000,12000,5000,No
210000,Female,1,2,29,0,0,0,0,0,0,217220,231500,197027,198293,197841,205864,7700,10292,8900,7200,14300,10000,No
450000,Female,1,2,31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
70000,Female,3,1,32,0,0,0,0,2,0,14180,10856,10822,13627,10852,12676,3000,2000,3000,0,2000,3000,Yes
70000,Female,3,2,32,2,2,2,0,0,2,23741,26021,24419,23541,10576,6985,4000,0,2000,1000,0,4000,Yes
70000,Female,1,1,29,0,0,0,0,0,0,68494,68532,69475,69582,69589,68728,3200,3300,3100,2800,2600,2940,No
180000,Female,2,1,37,0,0,0,0,0,0,88275,78089,75159,76602,76896,78588,2800,3333,3310,2900,3040,3500,No
50000,Female,3,1,29,2,2,0,0,0,0,59077,55607,54882,53894,52382,53947,0,2700,2450,1830,4300,6500,Yes
20000,Female,2,2,27,-1,2,0,0,0,2,20556,19403,13536,17623,18662,10243,8,2072,15000,1500,0,10000,No
260000,Female,1,2,31,0,0,0,0,0,0,229398,202429,206210,208752,209083,208463,8720,9000,8910,7570,7751,8200,No
70000,Female,3,1,34,0,0,-1,0,0,0,5219,6747,19948,20231,20757,18357,3092,19948,3000,3002,1002,2102,No
50000,Female,2,3,31,2,2,3,2,2,2,39193,42816,42838,43335,44220,45159,4600,1000,1500,1900,1800,1200,Yes
150000,Female,2,1,34,0,0,0,0,0,0,146661,142118,139750,142730,144083,130791,6800,6600,6800,5600,4900,5100,No
150000,Female,3,1,45,0,0,0,0,0,0,47372,42652,42306,41579,40669,39301,2000,2100,1837,1400,1486,1572,No
20000,Female,2,1,37,0,0,0,0,0,0,19326,20240,17800,18699,17770,48321,1263,1630,1529,1200,2000,742,No
60000,Female,2,2,45,0,0,0,0,0,0,57711,58760,49576,50802,11110,12543,2500,2384,3000,2000,2000,2000,No
50000,Female,2,1,30,0,0,0,0,0,0,40596,41632,42687,40614,29356,29815,2000,2047,3246,1164,1048,1100,No
50000,Female,1,2,25,0,0,0,0,0,2,26240,26996,28056,29584,31595,30952,1500,1500,2000,2500,0,3000,No
80000,Female,1,1,27,3,2,0,0,0,3,71965,70232,71794,73125,82798,81336,0,3278,3211,11457,0,0,Yes
140000,Female,1,2,27,0,0,0,0,-1,-1,10064,10551,11655,11377,735,1051,2000,2000,1000,735,1051,569,No
20000,Female,3,2,28,1,2,2,2,2,0,6616,6364,7891,8913,8624,9628,0,1800,1300,0,1300,1900,Yes
10000,Female,2,1,49,2,0,0,0,0,0,2240,3100,4116,5280,5543,5605,1057,1073,1237,500,300,205,Yes
50000,Female,2,1,40,1,3,2,0,0,0,36291,35385,31558,31664,15700,0,0,0,1000,314,0,0,Yes
210000,Female,2,1,49,2,0,0,0,0,0,114273,115302,111906,111423,92394,93321,6000,6000,5000,3000,3500,3000,Yes
150000,Female,1,2,27,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Yes
180000,Female,3,1,28,0,0,0,0,0,0,113125,67864,31613,25220,8654,4837,1923,1501,1000,0,0,49347,No
590000,Female,2,1,29,-2,-2,-2,-1,0,0,0,0,0,1387,2206,3014,0,0,1387,1000,1000,1000,Yes
260000,Female,1,1,30,0,0,0,0,0,0,25661,30196,69429,167640,169446,172989,5000,40000,100000,5720,5922,5958,No
90000,Female,3,1,35,0,0,-1,0,0,0,13865,5128,6911,8774,9622,9824,2054,6911,2000,1000,357,1000,No
110000,Female,2,1,28,0,0,0,0,0,0,20186,19678,18145,17729,17239,10231,1300,1500,1200,467,400,500,No
140000,Female,1,2,28,0,-1,-1,-1,-1,-1,1756,2201,923,1751,573,873,2209,923,1751,573,873,984,No
80000,Female,2,1,31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
30000,Female,3,1,36,1,2,-1,2,2,-1,8910,7438,6242,4789,3597,21234,22,6245,3,6,30006,1221,No
120000,Female,3,1,28,0,0,0,0,0,0,93623,95472,93778,86416,53501,51931,3440,5017,5000,2000,1500,42800,No
20000,Female,3,1,44,0,0,0,2,2,2,7661,8981,10860,12380,11400,0,1457,2600,2000,0,0,0,No
80000,Female,3,2,42,0,0,0,0,0,0,50320,49816,49457,49071,48242,47746,1784,1898,1985,1629,1655,1687,No
110000,Female,2,2,35,0,0,0,0,0,0,22514,23201,23914,24886,24903,25102,1378,1723,1695,1028,1056,907,No
240000,Female,2,1,34,0,0,0,0,-1,0,77126,59832,45054,39245,75742,39389,5005,2116,1200,75742,0,62282,No
100000,Female,2,1,49,0,-1,-1,-1,0,0,5532,5325,5423,29628,13252,3723,5325,5423,29628,0,0,3513,No
200000,Female,2,2,32,0,0,0,0,0,0,150204,153189,156406,159650,163625,167790,5479,5682,5850,6625,6790,6235,No
450000,Female,1,2,32,-2,-2,-2,-2,-2,-2,1249,142,5965,991,-9,1974,142,6001,996,0,1983,7228,No
150000,Female,2,2,32,0,0,0,0,0,0,49760,39332,17563,10122,11622,8622,2538,2000,2000,1500,1000,64411,No
120000,Female,2,1,39,-1,2,-1,-1,-1,-1,11277,5624,5333,5333,5333,21348,0,5333,5333,5333,21348,5333,No
70000,Female,2,2,26,2,0,0,0,0,0,66087,67510,69007,61845,60184,66801,3120,3303,2800,2200,7600,0,Yes
190000,Female,1,2,31,0,0,0,0,0,0,132946,136809,140664,144395,147642,151410,6000,6000,6000,5500,6000,5500,No
50000,Female,3,1,45,0,0,0,0,0,0,49212,42376,20009,20877,19642,18769,1611,1700,1547,785,1000,888,No
60000,Female,3,1,44,1,2,0,0,0,0,39466,32202,29503,29538,29971,29798,0,1802,1737,1170,1189,1230,No
90000,Female,1,2,30,2,2,2,2,2,2,15979,17414,16846,20559,19933,21454,2000,0,4000,0,2000,0,Yes
300000,Female,2,1,33,0,0,0,0,0,0,62951,64491,65692,64969,67771,66428,4007,5000,5000,6000,6000,6000,No
210000,Female,3,1,32,0,0,-1,0,0,0,1406,0,712,1025,4584,0,0,712,1000,4000,0,821,No
50000,Female,2,1,34,2,2,2,0,0,0,46843,49378,48052,48573,28902,28205,4310,0,2033,1119,985,2000,No
350000,Female,1,1,34,-1,0,0,0,0,0,37129,107295,108299,103487,90880,84387,75000,30000,4000,4000,5000,5000,No
280000,Female,3,1,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
360000,Female,2,2,34,-2,-2,-2,-2,-2,-2,724,1232,291,776,0,312,1232,291,776,0,312,576,No
260000,Female,2,1,37,1,1,-2,-2,-1,0,5917,-15910,-15910,-15910,24090,13977,0,0,0,40000,507,656,No
160000,Female,2,1,37,0,0,0,0,0,-1,27720,14413,13484,6714,-319,3583,5000,5017,5000,0,6774,0,No
250000,Female,3,1,43,-2,-2,-2,-1,-1,-1,8443,13782,22997,24209,23122,4000,13829,22997,25071,23122,4000,28650,No
320000,Female,1,2,27,-1,0,0,0,-1,0,19950,24544,31236,66091,5800,5800,5000,10000,36091,5800,0,464,No
80000,Female,3,1,32,0,0,0,0,0,0,58091,58247,59495,58832,57677,58066,2700,2800,2100,2181,2500,2300,No
100000,Female,1,1,40,2,2,2,2,2,2,63422,64785,63179,67467,65784,69309,3000,0,5346,0,4600,3000,Yes
210000,Female,5,1,41,-2,-2,-2,-2,-2,-2,1662,13877,7600,5546,1241,1801,13934,7735,5551,1241,1801,1359,No
200000,Female,3,2,29,-1,-1,-1,-1,0,0,5555,7485,12555,882,882,0,7485,12625,882,0,0,0,No
110000,Female,3,1,37,0,0,0,0,0,0,104691,103655,85761,87336,39025,40242,5000,5000,4000,3700,2000,2000,No
240000,Female,2,1,46,0,0,0,0,-2,-2,233438,240715,246000,-150,-150,-150,11250,10950,0,0,0,672,No
80000,Female,2,1,38,0,0,0,0,0,0,70613,71421,72932,74422,75920,77490,2006,2100,2109,2131,2195,2458,No
150000,Female,3,2,47,0,0,0,0,0,0,132093,129831,126485,124547,117364,117368,5000,5000,5000,5000,5000,5000,No
50000,Female,2,2,42,0,0,0,0,0,0,46566,47792,49322,50618,13842,14217,2000,2300,2500,500,600,600,No
230000,Female,2,1,37,0,0,0,0,-1,0,53327,52513,43726,22738,29019,20328,1973,1890,1595,29019,567,506,No
290000,Female,1,1,43,-1,-1,-1,-1,0,-1,1457,1799,5029,3103,1838,690,1808,5054,3109,9,693,3579,No
350000,Female,1,2,36,-2,-2,-2,-2,-2,-2,3272,6968,0,0,0,0,7008,0,0,0,0,0,No
100000,Female,3,2,39,0,0,0,0,0,0,86453,84526,82078,25991,28071,28611,5000,5000,1300,5000,6000,5000,No
50000,Female,3,1,46,0,0,0,0,0,-2,48796,48797,49115,47991,0,0,2000,2000,1018,0,0,0,No
360000,Female,2,1,43,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
210000,Female,2,2,38,-1,-1,-1,-1,-1,-1,1026,3751,4366,5602,21034,1026,3751,4366,5602,21034,1026,1026,No
500000,Female,2,1,39,-2,-2,-2,-2,-2,-2,1948,599,552,6360,0,6054,599,552,6360,0,6054,0,No
290000,Female,2,1,47,0,0,0,0,0,0,244377,244394,244535,244518,243689,241125,10000,10000,10000,9009,9031,9000,No
190000,Female,2,1,33,-2,-2,-2,-2,-2,-2,2125,3405,2131,2131,2131,0,3411,2131,2131,2131,0,5354,No
180000,Female,1,2,34,0,0,0,0,0,0,108016,180959,169362,163957,138409,132864,150000,8000,5500,5000,5500,6000,No
110000,Female,2,1,35,0,0,0,0,0,0,6137,7040,3861,4869,4966,5070,1053,1073,1081,178,184,185,Yes
200000,Female,3,2,33,1,2,2,2,2,2,51979,51016,54736,55424,56101,57137,0,5000,2000,2000,1900,2200,Yes
100000,Female,3,1,36,-1,-1,-1,-1,-1,-1,476,476,476,476,476,1075,476,476,476,476,1075,876,No
130000,Female,2,1,43,0,0,0,0,0,0,135390,134974,132242,122832,55232,78266,6329,5472,5701,2211,38663,2350,No
100000,Female,2,1,33,0,0,0,0,0,0,92189,88832,89762,77986,71031,66983,3252,3215,2792,1881,1945,2184,No
150000,Female,3,1,35,-2,-1,2,-1,-1,-1,600,660,330,330,330,740,660,0,330,330,740,0,No
160000,Female,3,1,39,0,0,-1,-1,-1,-1,102358,103698,1048,1048,1048,1221,4671,1048,1048,1048,1221,1048,No
30000,Female,3,1,48,1,-1,-1,-2,-2,-2,-100,100,0,0,0,0,200,0,0,0,0,0,No
80000,Female,2,1,36,-1,-1,-1,-1,-1,-1,816,1419,1845,1799,599,-1,1423,1856,1804,600,0,0,No
200000,Female,2,1,44,-2,-2,-2,-2,-2,-2,7096,1323,8457,48757,4200,7312,1336,8457,48757,4200,7312,21740,No
180000,Female,2,1,34,0,0,0,0,0,0,47517,26137,18177,16866,15067,7615,1526,3006,5020,5000,2000,935,No
170000,Female,2,1,35,0,0,0,0,0,0,144606,136269,139337,141018,119039,88833,5007,7004,7008,5005,4009,3807,No
50000,Female,1,2,35,0,0,0,0,0,0,4309,10834,15251,12159,9581,15222,7000,8000,9400,1000,6000,3000,No
160000,Female,3,1,40,0,0,0,0,0,0,93287,91031,89764,87919,86279,84794,3230,3500,3000,2956,3100,3400,No
20000,Female,1,2,22,0,0,0,0,0,0,18390,19760,18570,17604,11973,9517,2000,1376,1383,1000,455,1500,No
70000,Female,2,1,24,0,0,0,0,0,-1,33602,41574,30777,30155,14298,1579,10096,3000,1005,2000,1579,2882,No
240000,Female,2,2,38,-2,-2,-2,-2,-2,-2,34752,30073,24315,3724,28347,11280,30073,24315,3724,28347,11280,31266,No
300000,Female,2,1,45,0,0,0,0,0,0,343205,335000,322462,312973,262255,251413,12429,11254,10956,8587,8638,9284,No
420000,Female,2,1,37,-2,-2,-2,-2,-2,-2,4904,5248,5344,5058,2019,2443,5332,5348,5065,2019,2443,4697,No
200000,Female,3,1,43,1,2,0,0,0,0,119432,116014,119576,123551,129486,133262,0,5000,5000,7000,5000,5000,Yes
50000,Female,2,1,47,0,0,0,0,0,0,27121,53680,20476,21781,17792,16657,2000,1700,2000,1000,702,600,No
50000,Female,2,1,38,0,0,0,-1,0,0,20606,18750,0,31288,27335,30626,2000,0,95000,1000,3700,16,No
200000,Female,1,1,38,-2,-2,-2,-2,-2,-2,2571,2772,2571,2571,2571,2571,2772,2571,2571,2571,2571,2571,No
380000,Female,2,1,33,1,1,2,2,2,2,363944,385726,368318,354443,354765,354579,29540,74,14301,13000,12800,12800,No
50000,Female,1,2,27,-1,0,0,0,-1,-1,17626,16789,12946,20650,20650,2529,1547,8000,8000,20650,2529,0,No
