Driver_ID	Distance_Feature	Speeding_Feature
3423313366	44.68	7.0
3423313208	46.59	4.0
3423310467	46.66	8.0
3423313929	50.36	3.0
3423312191	51.39	4.0
3423314228	53.95	2.0
3423310692	57.78	7.0
3423311920	45.77	4.0
3423312323	44.64	6.0
3423312158	42.6	2.0
3423310710	63.59	3.0
3423312605	53.75	6.0
3423312843	55.88	3.0
3423312880	31.35	7.0
3423312507	42.2	5.0
3423313096	50.1	7.0
3423312316	40.18	4.0
3423313210	43.8	3.0
3423314052	41.84	7.0
3423311163	57.03	4.0
3423311520	70.83	5.0
3423313545	54.96	3.0
3423314212	72.8	1.0
3423313053	45.58	5.0
3423312744	61.79	3.0
3423311212	39.81	4.0
3423313654	60.9	3.0
3423310448	53.76	9.0
3423313473	55.85	5.0
3423312980	63.36	6.0
3423310613	63.15	6.0
3423310731	58.98	6.0
3423311773	44.21	5.0
3423311759	42.09	2.0
3423311312	39.78	5.0
3423310673	70.77	5.0
3423312509	54.82	3.0
3423313839	54.07	5.0
3423311874	56.74	7.0
3423311249	42.78	5.0
3423312534	22.27	7.0
3423311263	43.07	4.0
3423313849	43.5	4.0
3423310786	58.48	8.0
3423313756	40.4	6.0
3423311443	54.84	5.0
3423311534	51.83	6.0
3423312046	53.08	2.0
3423313578	51.08	7.0
3423312827	63.84	1.0
3423311243	40.95	6.0
3423313462	48.07	4.0
3423313547	63.67	7.0
3423310565	56.59	2.0
3423311107	39.37	5.0
3423312239	46.7	6.0
3423314073	50.53	6.0
3423312083	54.02	4.0
3423312807	47.21	4.0
3423311298	48.05	9.0
3423311904	52.01	7.0
3423312736	65.61	4.0
3423313404	58.38	5.0
3423313126	51.45	5.0
3423310912	51.74	3.0
3423312724	54.57	3.0
3423311322	53.41	8.0
3423312759	46.4	5.0
3423313598	39.22	3.0
3423311943	56.13	5.0
3423312448	48.63	7.0
3423313752	40.75	4.0
3423314205	50.55	5.0
3423311905	45.64	3.0
3423313499	59.35	4.0
3423314024	50.47	1.0
3423313187	36.82	3.0
3423313211	46.86	4.0
3423313995	43.53	2.0
3423313745	48.16	6.0
3423312860	48.21	2.0
3423314194	59.44	7.0
3423310682	42.9	6.0
3423313534	57.77	2.0
3423311686	46.41	5.0
3423313698	40.59	9.0
3423311231	44.24	4.0
3423314435	60.7	1.0
3423311611	52.5	3.0
3423312638	56.38	10.0
3423314419	45.2	6.0
3423312952	48.46	6.0
3423313896	48.5	6.0
3423313488	45.83	2.0
3423313103	54.89	4.0
3423313574	38.09	2.0
3423312978	52.25	5.0
3423313604	48.21	8.0
3423311641	50.43	7.0
3423310531	50.07	2.0
3423312591	48.47	9.0
3423312800	66.46	6.0
3423311865	40.46	5.0
3423311850	15.52	3.0
3423311697	62.54	4.0
3423312242	39.57	6.0
3423313733	47.88	7.0
3423312871	27.5	3.0
3423311075	45.97	7.0
3423310874	42.01	4.0
3423312241	62.54	4.0
3423312483	46.36	3.0
3423312575	47.58	10.0
3423313582	51.68	4.0
3423311185	71.04	4.0
3423312542	55.43	4.0
3423311647	36.37	2.0
3423312651	52.4	3.0
3423313272	36.89	6.0
3423311184	54.39	7.0
3423313953	54.56	5.0
3423310490	60.76	5.0
3423314243	30.32	3.0
3423310777	58.49	6.0
3423312286	59.55	8.0
3423311483	30.84	7.0
3423311134	44.06	1.0
3423313611	37.52	6.0
3423311889	64.31	5.0
3423313514	50.05	4.0
3423313799	54.52	6.0
3423312625	56.53	5.0
3423311465	59.16	8.0
3423313942	56.49	6.0
3423314413	33.68	4.0
3423311077	54.42	7.0
3423313197	47.62	5.0
3423310979	52.44	7.0
3423313388	55.47	7.0
3423313922	41.38	8.0
3423312059	60.32	3.0
3423313810	42.71	5.0
3423313673	41.83	8.0
3423313521	48.98	4.0
3423312852	57.87	5.0
3423311057	41.84	4.0
3423313721	55.12	6.0
3423314240	38.5	1.0
3423311350	37.73	4.0
3423312264	36.91	3.0
3423312349	37.5	6.0
3423312331	60.28	2.0
3423313918	45.51	6.0
3423310450	51.59	4.0
3423314161	49.46	6.0
3423313161	57.05	4.0
3423313824	41.16	2.0
3423311086	55.64	5.0
3423310493	56.91	3.0
3423313086	57.02	7.0
3423310598	60.17	5.0
3423310836	45.68	3.0
3423312386	68.44	6.0
3423310663	58.77	5.0
3423311473	51.97	2.0
3423313690	58.28	5.0
3423312890	50.39	5.0
3423311988	23.9	6.0
3423313746	36.91	6.0
3423314131	48.86	4.0
3423313378	70.21	6.0
3423311596	61.06	3.0
3423313235	49.54	9.0
3423313803	47.36	7.0
3423313936	54.75	5.0
3423310980	62.01	4.0
3423314301	56.41	3.0
3423310937	32.09	2.0
3423311875	42.75	7.0
3423312115	73.66	5.0
3423311906	54.27	5.0
3423314118	42.71	7.0
3423311145	46.62	3.0
3423314354	45.74	4.0
3423312154	53.28	5.0
3423313711	41.83	5.0
3423311309	48.76	4.0
3423314146	47.89	4.0
3423314247	49.28	2.0
3423314337	56.76	6.0
3423314061	42.92	6.0
3423310723	44.74	8.0
3423313207	51.19	5.0
3423311670	41.78	5.0
3423310506	47.95	9.0
3423312373	58.91	6.0
3423312835	52.6	7.0
3423311978	53.59	2.0
3423313201	48.09	6.0
3423314353	39.06	1.0
3423310811	57.59	4.0
3423312778	44.44	3.0
3423311500	59.68	4.0
3423310491	57.78	4.0
3423311985	27.86	8.0
3423312044	48.62	9.0
3423312049	54.09	5.0
3423313576	39.3	2.0
3423313458	38.32	5.0
3423313326	43.68	1.0
3423311970	53.08	5.0
3423314154	55.26	5.0
3423314184	51.24	2.0
3423312292	50.03	3.0
3423312032	49.38	3.0
3423314431	68.26	5.0
3423312491	44.97	8.0
3423311055	43.36	3.0
3423313771	42.0	8.0
3423314306	56.86	6.0
3423311267	36.67	7.0
3423312265	34.28	2.0
3423313319	57.2	5.0
3423311303	61.23	7.0
3423312337	41.21	5.0
3423311285	43.36	4.0
3423313887	43.16	6.0
3423310878	55.7	5.0
3423313772	46.44	5.0
3423314335	55.43	3.0
3423313954	55.96	8.0
3423314362	60.51	2.0
3423314107	55.29	6.0
3423313405	64.11	5.0
3423310610	47.18	7.0
3423311949	49.05	5.0
3423313407	41.91	5.0
3423313160	39.94	6.0
3423313230	52.03	5.0
3423313647	47.6	4.0
3423310576	57.05	9.0
3423314014	57.45	5.0
3423311237	29.65	3.0
3423314122	44.09	4.0
3423314375	61.38	9.0
3423312078	39.04	4.0
3423311859	48.86	10.0
3423313727	42.99	8.0
3423313716	53.51	8.0
3423310675	63.68	6.0
3423313546	35.51	7.0
3423313383	38.84	4.0
3423311406	52.64	6.0
3423314002	65.57	6.0
3423313740	47.85	7.0
3423312942	57.64	4.0
3423311191	62.54	7.0
3423311259	52.2	7.0
3423312628	35.54	7.0
3423311245	41.49	6.0
3423311334	49.31	6.0
3423314003	33.9	6.0
3423312489	41.13	4.0
3423312473	57.57	1.0
3423313794	40.22	6.0
3423310514	39.79	4.0
3423311589	56.45	4.0
3423311293	51.2	3.0
3423311634	54.34	6.0
3423311704	75.52	0.0
3423312300	37.02	2.0
3423311844	57.63	8.0
3423313519	37.91	7.0
3423310947	36.49	5.0
3423312655	44.97	9.0
3423310843	49.35	10.0
3423311474	53.0	4.0
3423312573	56.63	5.0
3423310535	66.45	4.0
3423310605	41.42	7.0
3423310616	59.14	8.0
3423312884	36.8	4.0
3423313044	55.03	2.0
3423312787	51.24	5.0
3423313031	45.52	4.0
3423310693	50.75	5.0
3423311067	73.97	3.0
3423312510	40.05	5.0
3423313071	49.55	3.0
3423311072	60.58	3.0
3423310570	36.12	4.0
3423312114	43.7	7.0
3423311561	77.82	9.0
3423312317	42.41	7.0
3423311941	46.46	6.0
3423313768	42.52	5.0
3423312255	48.96	6.0
3423313865	41.59	3.0
3423312926	58.07	5.0
3423313544	49.89	9.0
3423314088	71.42	3.0
3423312267	48.29	5.0
3423311199	47.24	3.0
3423313601	42.0	5.0
3423311069	52.11	8.0
3423310745	54.97	5.0
3423313489	58.11	9.0
3423312132	72.99	4.0
3423313178	58.53	2.0
3423311202	56.08	4.0
3423313662	33.77	3.0
3423312954	39.31	3.0
3423310538	33.46	8.0
3423313469	48.75	8.0
3423311000	64.69	5.0
3423312847	38.47	2.0
3423313780	47.13	3.0
3423311079	50.73	9.0
3423314274	34.4	2.0
3423311233	33.48	5.0
3423312287	45.9	7.0
3423310868	49.23	3.0
3423313242	51.51	6.0
3423312305	49.18	5.0
3423313730	57.78	5.0
3423311336	28.74	5.0
3423312674	45.15	5.0
3423314423	50.93	7.0
3423314204	61.99	5.0
3423314015	47.9	3.0
3423311724	65.76	4.0
3423310661	56.57	8.0
3423314352	48.53	4.0
3423312673	53.39	7.0
3423313304	43.86	8.0
3423311650	58.52	6.0
3423314162	66.75	7.0
3423311981	68.18	5.0
3423312708	62.89	5.0
3423311842	55.64	4.0
3423312918	53.12	6.0
3423310789	57.4	9.0
3423313525	35.52	6.0
3423314278	40.0	3.0
3423313952	58.5	5.0
3423312087	27.59	7.0
3423313006	45.9	6.0
3423310753	62.47	7.0
3423313102	38.7	5.0
3423313011	53.45	4.0
3423310607	56.48	3.0
3423310908	58.94	5.0
3423311355	58.46	8.0
3423312597	58.46	5.0
3423311982	57.82	1.0
3423311115	46.11	4.0
3423312475	57.25	6.0
3423311022	35.04	5.0
3423314271	38.49	7.0
3423311173	62.91	4.0
3423312670	51.77	5.0
3423312833	34.74	8.0
3423311446	48.67	3.0
3423313116	72.61	4.0
3423314066	41.2	3.0
3423310486	45.08	4.0
3423313356	54.41	7.0
3423313227	36.24	2.0
3423314020	43.29	4.0
3423311032	35.7	2.0
3423313374	49.07	7.0
3423312629	53.42	7.0
3423310816	66.52	2.0
3423312637	54.8	8.0
3423314101	51.22	4.0
3423314287	40.14	1.0
3423312468	45.01	7.0
3423312922	67.27	3.0
3423310704	55.42	6.0
3423313190	45.0	7.0
3423310899	63.99	5.0
3423311761	50.13	7.0
3423311142	41.71	8.0
3423313675	64.48	3.0
3423310935	52.58	7.0
3423310877	50.79	5.0
3423311912	60.41	8.0
3423312705	44.97	6.0
3423313140	43.83	3.0
3423311031	41.84	7.0
3423313778	60.82	5.0
3423313287	46.26	7.0
3423312002	44.7	4.0
3423313494	42.04	3.0
3423311983	38.93	1.0
3423311180	57.13	5.0
3423312351	37.52	1.0
3423311348	59.66	3.0
3423311125	49.6	4.0
3423310477	40.66	7.0
3423314211	48.05	7.0
3423312279	55.67	3.0
3423312010	43.35	3.0
3423310807	46.51	6.0
3423314270	70.91	7.0
3423311150	44.03	7.0
3423313294	35.2	6.0
3423311953	43.3	5.0
3423310726	44.78	6.0
3423310523	52.82	5.0
3423313305	37.21	5.0
3423311563	42.7	6.0
3423314025	33.32	8.0
3423312696	58.67	6.0
3423312639	58.13	7.0
3423312209	47.11	6.0
3423313502	45.39	6.0
3423312231	39.61	6.0
3423313619	63.94	4.0
3423310825	45.15	3.0
3423310812	59.59	6.0
3423312687	64.19	4.0
3423310886	45.63	7.0
3423311613	47.64	3.0
3423311637	63.75	8.0
3423313983	54.16	5.0
3423312346	66.42	4.0
3423310665	45.96	4.0
3423310690	37.21	6.0
3423310612	70.05	7.0
3423312034	54.32	3.0
3423311923	49.09	5.0
3423312052	47.47	7.0
3423312882	56.14	6.0
3423313802	47.57	5.0
3423313174	55.15	9.0
3423312118	52.99	9.0
3423313225	68.57	4.0
3423310946	35.46	5.0
3423310773	27.32	6.0
3423311118	44.74	2.0
3423311330	46.55	5.0
3423311447	36.59	7.0
3423313851	45.58	0.0
3423313202	68.64	9.0
3423311277	36.22	5.0
3423313723	43.94	6.0
3423313238	39.21	5.0
3423313334	32.36	5.0
3423310964	70.25	6.0
3423312381	51.06	7.0
3423310752	46.92	6.0
3423312092	44.49	7.0
3423311495	62.01	2.0
3423312815	32.33	7.0
3423312452	54.26	3.0
3423311205	52.53	6.0
3423313762	50.69	8.0
3423313819	53.79	5.0
3423310567	36.19	2.0
3423312487	42.01	4.0
3423311182	31.12	5.0
3423314094	56.16	6.0
3423313657	62.38	2.0
3423312635	52.32	6.0
3423314206	34.81	3.0
3423313099	42.03	4.0
3423311341	43.61	8.0
3423311270	63.2	7.0
3423312747	41.61	4.0
3423312730	33.45	5.0
3423311880	39.06	8.0
3423314108	53.51	1.0
3423311003	19.62	3.0
3423310788	41.26	7.0
3423311274	51.31	3.0
3423310623	32.51	2.0
3423312941	53.18	7.0
3423312675	51.24	5.0
3423310466	48.97	4.0
3423312480	68.7	3.0
3423312258	74.14	5.0
3423312784	38.76	6.0
3423310581	46.39	6.0
3423312802	56.55	2.0
3423311120	50.93	10.0
3423312503	44.51	1.0
3423314237	76.31	4.0
3423311683	59.02	3.0
3423313909	45.85	6.0
3423311735	59.98	6.0
3423312223	44.15	5.0
3423313501	56.09	11.0
3423314060	41.52	5.0
3423312981	71.33	4.0
3423313024	66.13	4.0
3423313446	38.77	5.0
3423312773	48.5	7.0
3423311973	43.65	5.0
3423313267	52.81	10.0
3423310743	57.35	7.0
3423313143	57.27	4.0
3423311397	58.51	6.0
3423310885	48.44	7.0
3423314436	45.99	3.0
3423313051	62.48	8.0
3423314195	53.07	1.0
3423313506	43.96	5.0
3423311942	55.07	6.0
3423310542	34.54	2.0
3423310991	50.82	6.0
3423312632	55.45	8.0
3423313940	50.43	7.0
3423314385	59.81	8.0
3423311643	48.09	3.0
3423313475	64.81	8.0
3423312707	48.74	7.0
3423311590	53.44	1.0
3423310516	52.31	3.0
3423311002	38.29	6.0
3423313084	47.79	9.0
3423311789	71.67	7.0
3423313890	37.41	5.0
3423314071	52.13	7.0
3423310867	63.03	2.0
3423312704	52.1	2.0
3423313219	47.39	5.0
3423312395	42.57	5.0
3423314181	76.89	5.0
3423312472	52.59	6.0
3423313699	56.08	8.0
3423311809	38.66	1.0
3423311281	45.23	5.0
3423312119	52.85	5.0
3423312515	56.87	6.0
3423313816	36.66	4.0
3423310863	48.88	2.0
3423313939	60.99	4.0
3423313415	48.69	6.0
3423311398	36.84	6.0
3423311453	36.08	5.0
3423313524	49.37	3.0
3423313530	51.82	5.0
3423313688	42.53	4.0
3423311394	44.13	6.0
3423313002	53.27	6.0
3423310734	54.33	6.0
3423313512	65.01	6.0
3423313232	51.46	4.0
3423310915	56.07	6.0
3423310797	53.48	5.0
3423312745	71.54	1.0
3423314191	44.69	3.0
3423313551	36.53	6.0
3423313737	50.75	4.0
3423313706	57.83	7.0
3423312997	47.41	3.0
3423310489	52.98	6.0
3423313075	46.99	6.0
3423313199	66.27	5.0
3423314150	33.42	9.0
3423311692	61.98	4.0
3423313157	34.11	1.0
3423313679	52.42	7.0
3423314296	57.05	5.0
3423313912	54.73	5.0
3423311716	64.47	2.0
3423313119	31.38	7.0
3423314067	68.87	5.0
3423311172	57.61	5.0
3423311558	57.65	8.0
3423312332	58.08	4.0
3423312003	51.31	6.0
3423312174	66.32	6.0
3423311112	51.75	5.0
3423312555	51.75	6.0
3423311726	34.26	5.0
3423312903	48.79	6.0
3423313900	23.46	2.0
3423312798	61.32	4.0
3423311433	44.18	5.0
3423314283	38.98	7.0
3423311800	41.52	8.0
3423311189	64.71	5.0
3423313815	55.04	4.0
3423312571	41.94	3.0
3423311680	46.88	6.0
3423312467	73.97	3.0
3423311506	35.55	5.0
3423311411	51.54	9.0
3423314038	53.32	4.0
3423312996	63.86	2.0
3423313030	33.69	8.0
3423311242	47.34	6.0
3423313658	35.38	4.0
3423311668	61.31	4.0
3423313668	55.71	1.0
3423310856	58.87	3.0
3423313214	43.3	5.0
3423312091	36.19	8.0
3423313463	47.62	5.0
3423312825	39.87	5.0
3423311781	51.76	9.0
3423313460	46.82	5.0
3423312321	59.73	8.0
3423314110	60.88	7.0
3423313091	55.99	4.0
3423313518	46.93	3.0
3423311413	62.48	2.0
3423312492	59.47	5.0
3423312461	49.09	5.0
3423311977	42.49	5.0
3423313725	36.63	5.0
3423313783	57.03	6.0
3423312545	40.71	6.0
3423312824	42.1	6.0
3423310630	53.8	3.0
3423313049	53.5	2.0
3423312517	37.27	6.0
3423311843	44.17	6.0
3423312145	39.32	5.0
3423311530	48.39	6.0
3423312823	57.14	5.0
3423314089	47.26	3.0
3423310475	38.03	5.0
3423314425	31.36	5.0
3423312271	68.26	6.0
3423312706	54.23	2.0
3423312755	52.52	1.0
3423310603	52.19	3.0
3423314129	78.26	4.0
3423313239	78.56	4.0
3423311792	58.48	5.0
3423311214	47.36	7.0
3423312968	50.25	6.0
3423311062	76.26	2.0
3423313061	34.12	4.0
3423311006	49.99	7.0
3423311420	60.89	6.0
3423313426	51.83	6.0
3423311968	40.4	2.0
3423313062	64.86	8.0
3423312486	51.32	3.0
3423313533	55.83	4.0
3423311198	61.88	2.0
3423312644	45.35	4.0
3423313666	55.7	1.0
3423312816	40.17	2.0
3423310983	61.46	7.0
3423311403	41.67	4.0
3423314256	44.85	3.0
3423314402	53.25	8.0
3423314390	41.92	5.0
3423310909	63.38	4.0
3423312769	55.52	8.0
3423311730	59.16	7.0
3423310847	62.14	6.0
3423312290	33.4	9.0
3423313493	41.01	3.0
3423312296	39.59	3.0
3423313434	48.31	6.0
3423311220	47.96	4.0
3423313379	40.43	5.0
3423311749	50.35	4.0
3423313999	46.08	3.0
3423312096	48.83	5.0
3423313584	50.29	4.0
3423312543	56.23	4.0
3423311498	36.93	4.0
3423311700	51.13	8.0
3423313387	45.21	3.0
3423314426	47.56	8.0
3423311840	49.5	9.0
3423312315	41.22	8.0
3423313844	65.02	3.0
3423310501	61.22	9.0
3423310720	39.6	7.0
3423311546	59.64	6.0
3423311058	50.75	8.0
3423313464	55.84	3.0
3423311090	51.12	6.0
3423310694	54.09	6.0
3423313948	45.71	7.0
3423311885	64.43	5.0
3423312299	51.49	2.0
3423311412	42.73	5.0
3423312399	55.28	2.0
3423312150	46.47	7.0
3423311681	65.79	3.0
3423313322	42.04	5.0
3423313193	52.88	5.0
3423311260	51.86	2.0
3423311605	42.75	4.0
3423313158	41.34	3.0
3423314046	37.14	6.0
3423313476	51.39	9.0
3423313833	41.93	4.0
3423313226	64.54	7.0
3423313792	50.24	8.0
3423311516	43.43	10.0
3423312911	26.87	3.0
3423314370	55.75	3.0
3423313588	51.23	5.0
3423311415	45.6	4.0
3423314386	53.04	9.0
3423312914	74.2	3.0
3423311396	68.53	3.0
3423313886	61.21	1.0
3423313990	51.91	2.0
3423311709	39.73	7.0
3423313797	63.49	4.0
3423314438	41.37	1.0
3423313701	58.09	6.0
3423311725	41.1	4.0
3423312149	29.32	6.0
3423313777	53.43	5.0
3423311020	42.54	5.0
3423312806	48.38	6.0
3423313708	53.68	2.0
3423311244	43.9	1.0
3423311225	50.56	4.0
3423312392	62.59	4.0
3423311796	37.18	3.0
3423313509	48.98	6.0
3423314373	46.67	6.0
3423313674	56.56	3.0
3423310677	48.74	3.0
3423312838	63.24	3.0
3423311810	36.26	11.0
3423310594	37.36	2.0
3423312848	48.48	1.0
3423312677	29.42	7.0
3423310764	55.04	5.0
3423313749	54.05	2.0
3423310566	49.24	1.0
3423312429	51.72	5.0
3423312799	43.03	7.0
3423312631	56.77	7.0
3423312654	31.62	5.0
3423314036	30.61	2.0
3423311352	39.68	4.0
3423314149	44.39	4.0
3423311008	47.51	9.0
3423314245	59.39	5.0
3423313291	65.3	5.0
3423312254	44.3	3.0
3423313484	47.74	3.0
3423311463	57.2	7.0
3423312528	37.62	3.0
3423311593	44.39	3.0
3423312529	51.67	5.0
3423311096	59.58	4.0
3423312370	42.08	7.0
3423310617	34.59	5.0
3423313645	60.39	8.0
3423312107	59.46	6.0
3423311135	56.72	3.0
3423312559	55.09	4.0
3423313577	59.63	3.0
3423312189	54.41	4.0
3423312693	46.15	5.0
3423310686	29.92	4.0
3423311972	52.07	3.0
3423313951	57.64	6.0
3423312974	55.9	3.0
3423310551	44.65	4.0
3423314254	60.79	6.0
3423314169	50.38	6.0
3423313293	62.09	3.0
3423314063	51.05	4.0
3423313330	53.11	2.0
3423314397	64.75	7.0
3423310471	61.68	6.0
3423312001	51.3	5.0
3423314231	59.63	1.0
3423312863	56.13	6.0
3423310572	42.12	4.0
3423312962	60.37	7.0
3423311379	37.6	6.0
3423313009	51.12	4.0
3423313943	46.04	2.0
3423313112	42.52	10.0
3423314284	66.51	10.0
3423312765	37.17	5.0
3423312236	55.8	5.0
3423313676	56.27	4.0
3423314349	65.04	8.0
3423313968	43.77	6.0
3423313607	63.01	7.0
3423313670	42.77	6.0
3423311777	44.26	8.0
3423310831	55.84	9.0
3423314238	52.42	7.0
3423312967	29.67	5.0
3423312614	46.95	8.0
3423310744	46.28	5.0
3423311153	55.74	5.0
3423312099	56.12	3.0
3423313196	54.26	4.0
3423310958	56.04	1.0
3423311148	60.79	8.0
3423311604	50.19	5.0
3423313139	50.72	6.0
3423313431	52.72	2.0
3423312777	61.67	5.0
3423312685	47.17	5.0
3423311272	51.93	5.0
3423310557	38.38	6.0
3423313786	57.32	9.0
3423312592	39.57	4.0
3423311857	68.99	4.0
3423311106	35.39	7.0
3423314097	56.91	8.0
3423311238	48.66	4.0
3423312089	57.91	4.0
3423314164	41.25	6.0
3423313732	46.26	8.0
3423313474	27.99	2.0
3423312992	40.4	5.0
3423311802	45.54	3.0
3423310453	34.68	6.0
3423313022	48.75	6.0
3423310495	46.79	7.0
3423310810	53.83	6.0
3423313635	51.13	5.0
3423312908	61.03	7.0
3423312714	32.3	5.0
3423312652	55.84	5.0
3423314391	29.73	4.0
3423312368	58.43	5.0
3423311886	45.56	3.0
3423311891	56.99	7.0
3423313490	42.04	4.0
3423311878	54.03	3.0
3423311278	49.17	5.0
3423311769	55.12	6.0
3423313722	39.28	6.0
3423310639	39.88	4.0
3423311085	34.49	8.0
3423311913	50.52	7.0
3423310880	40.7	2.0
3423310483	53.33	3.0
3423311540	34.04	5.0
3423313182	45.54	11.0
3423312660	52.09	8.0
3423310716	45.01	8.0
3423312576	52.06	3.0
3423310555	58.46	5.0
3423311488	37.58	7.0
3423311565	46.91	2.0
3423314294	48.57	8.0
3423310796	25.39	7.0
3423310684	53.29	8.0
3423313063	55.97	3.0
3423313667	39.14	7.0
3423313092	48.74	4.0
3423310945	52.26	2.0
3423313077	67.57	7.0
3423312842	38.43	4.0
3423311256	29.59	4.0
3423311455	39.81	8.0
3423311617	37.84	3.0
3423313223	53.56	2.0
3423312633	48.79	2.0
3423311947	37.66	2.0
3423311599	52.05	7.0
3423311931	65.27	6.0
3423313587	38.74	6.0
3423313321	29.28	3.0
3423312496	21.6	3.0
3423312889	28.7	0.0
3423313467	46.08	7.0
3423311868	42.02	5.0
3423312820	49.96	1.0
3423310950	48.05	9.0
3423311171	61.36	5.0
3423314400	52.83	7.0
3423310865	69.19	4.0
3423313510	33.2	3.0
3423311555	51.27	5.0
3423313396	54.48	2.0
3423311501	42.47	7.0
3423310730	46.2	5.0
3423311581	47.92	2.0
3423313265	49.43	5.0
3423312039	38.26	5.0
3423310562	30.5	5.0
3423311654	48.88	7.0
3423314105	49.45	4.0
3423310620	60.69	6.0
3423312325	57.36	7.0
3423313350	51.15	6.0
3423313365	30.3	1.0
3423313303	55.41	3.0
3423313593	44.98	3.0
3423313903	56.9	10.0
3423314383	36.37	5.0
3423312957	55.2	1.0
3423311046	66.98	9.0
3423312584	65.93	3.0
3423311081	50.89	5.0
3423314023	40.97	3.0
3423312484	46.17	3.0
3423312829	43.19	5.0
3423310985	42.01	6.0
3423313831	66.26	6.0
3423314326	48.41	6.0
3423311714	64.68	10.0
3423311028	65.17	2.0
3423310801	40.48	4.0
3423311664	38.74	7.0
3423312198	39.83	4.0
3423310627	42.94	3.0
3423311499	54.04	7.0
3423310927	35.32	6.0
3423311149	62.47	4.0
3423311335	39.72	7.0
3423310587	47.95	9.0
3423311699	40.29	7.0
3423313159	51.25	5.0
3423311009	51.77	3.0
3423311742	32.28	8.0
3423311036	44.08	5.0
3423310657	52.84	4.0
3423313110	48.98	3.0
3423310855	57.0	8.0
3423313310	58.22	5.0
3423310474	41.38	2.0
3423310738	45.01	7.0
3423311816	43.28	9.0
3423313686	52.78	9.0
3423311939	37.25	8.0
3423313937	53.88	3.0
3423313731	53.84	6.0
3423311583	52.7	1.0
3423313180	44.56	4.0
3423314253	50.16	7.0
3423313910	51.76	4.0
3423312417	40.61	4.0
3423311564	56.47	8.0
3423312172	41.94	6.0
3423313036	62.92	7.0
3423314076	65.48	7.0
3423310533	48.82	2.0
3423311504	39.13	4.0
3423313413	30.27	4.0
3423314166	47.01	6.0
3423310846	39.04	4.0
3423313644	36.6	4.0
3423311550	60.09	3.0
3423312431	38.5	7.0
3423314140	60.46	3.0
3423313339	48.26	5.0
3423311193	46.74	2.0
3423310674	44.85	2.0
3423310813	61.38	6.0
3423313385	63.88	6.0
3423312894	44.43	4.0
3423312546	59.64	6.0
3423312324	55.07	1.0
3423310582	56.72	7.0
3423313956	52.33	4.0
3423312579	47.04	7.0
3423313263	45.59	6.0
3423311374	45.47	5.0
3423314207	50.18	3.0
3423310871	38.85	8.0
3423312920	51.57	3.0
3423310763	56.38	1.0
3423314218	43.52	8.0
3423310714	53.46	5.0
3423310625	45.74	4.0
3423311755	46.48	6.0
3423313620	50.63	8.0
3423313898	43.06	3.0
3423312192	34.77	4.0
3423310485	47.34	5.0
3423311469	59.12	11.0
3423313663	41.22	4.0
3423311211	46.41	10.0
3423313639	45.58	4.0
3423312415	45.28	7.0
3423314069	55.43	6.0
3423313569	54.32	4.0
3423311805	40.04	3.0
3423312851	62.46	5.0
3423312423	60.24	4.0
3423310887	54.78	6.0
3423314192	52.11	4.0
3423313163	46.1	6.0
3423310700	46.13	9.0
3423311304	45.62	5.0
3423312122	56.74	3.0
3423314310	42.62	4.0
3423312810	74.88	7.0
3423314096	33.22	3.0
3423313978	39.93	4.0
3423313243	60.35	2.0
3423314127	54.66	4.0
3423312463	34.96	6.0
3423310631	58.1	8.0
3423311753	46.64	2.0
3423313430	63.0	6.0
3423312330	48.1	9.0
3423312904	38.66	3.0
3423312018	48.91	0.0
3423312641	63.5	4.0
3423313056	44.26	4.0
3423314329	36.23	3.0
3423314174	45.16	5.0
3423310513	49.35	8.0
3423310662	49.73	11.0
3423310883	54.63	5.0
3423311575	54.04	7.0
3423311410	60.63	6.0
3423312147	40.05	0.0
3423311757	61.61	1.0
3423312910	45.63	8.0
3423312017	40.1	4.0
3423311739	35.24	7.0
3423312620	49.02	7.0
